geometry,count
"{""type"":""Polygon"",""coordinates"":[[[116.311008,39.964314],[116.311115,39.962896],[116.311443,39.9629],[116.31147,39.962568],[116.312782,39.962665],[116.312782,39.962955],[116.312898,39.962952],[116.312894,39.96431],[116.31227,39.964296],[116.312243,39.964901],[116.311618,39.964891],[116.31152,39.966698],[116.309597,39.965979],[116.309952,39.964307]]]}",21
"{""type"":""Polygon"",""coordinates"":[[[116.439838,39.859386],[116.439968,39.858843],[116.443453,39.858829],[116.443435,39.85914],[116.442479,39.859099],[116.442438,39.859442],[116.44167,39.859448],[116.441603,39.859448],[116.441616,39.859348]]]}",89
"{""type"":""Polygon"",""coordinates"":[[[116.330446,40.082019],[116.335477,40.083516],[116.335836,40.080887],[116.33139,40.079852],[116.331066,40.080101],[116.329216,40.079514],[116.328892,40.080101],[116.328569,40.08017],[116.328174,40.080032],[116.327635,40.081232],[116.329557,40.081771]]]}",34
"{""type"":""Polygon"",""coordinates"":[[[116.197982,40.046411],[116.197937,40.045599],[116.196405,40.04562],[116.19645,40.044902],[116.196486,40.044453],[116.196531,40.044318],[116.19658,40.044249],[116.197717,40.043794],[116.197771,40.043645],[116.197856,40.043342],[116.197946,40.042889],[116.198112,40.042295],[116.198628,40.041101],[116.198911,40.040404],[116.203057,40.039979],[116.20299,40.041767],[116.201418,40.04379],[116.199621,40.044246],[116.199926,40.0461]]]}",20
"{""type"":""Polygon"",""coordinates"":[[[116.679934,39.90204],[116.681246,39.902019],[116.681776,39.902019],[116.681825,39.901441],[116.681892,39.900642],[116.681951,39.900158],[116.681551,39.900158],[116.680949,39.900158],[116.680356,39.900172],[116.679835,39.900151],[116.679242,39.900158],[116.678762,39.900161],[116.678807,39.900704],[116.679984,39.900763]]]}",74
"{""type"":""Polygon"",""coordinates"":[[[115.958152,39.735893],[115.958116,39.734571],[115.959863,39.734027],[115.960348,39.733774],[115.96042,39.733736],[115.961862,39.735251],[115.963079,39.736534],[115.961723,39.73737],[115.959598,39.736524],[115.95883,39.736545],[115.958808,39.735889]]]}",72
"{""type"":""Polygon"",""coordinates"":[[[116.510627,39.942856],[116.510676,39.94149],[116.512055,39.941473],[116.512096,39.94224],[116.512006,39.943212]]]}",14
"{""type"":""Polygon"",""coordinates"":[[[116.387067,39.996682],[116.388747,39.996782],[116.390458,39.996882],[116.392502,39.996948],[116.392528,39.995774],[116.389735,39.995739],[116.389681,39.996105],[116.387076,39.996005]]]}",56
"{""type"":""Polygon"",""coordinates"":[[[116.464186,39.875853],[116.464249,39.875911],[116.464608,39.875929],[116.465345,39.875932],[116.465911,39.875911],[116.465893,39.875507],[116.465781,39.875489],[116.465255,39.875503],[116.464797,39.8755],[116.46464,39.875417],[116.464262,39.875403],[116.464208,39.875434],[116.464164,39.875538]]]}",9
"{""type"":""Polygon"",""coordinates"":[[[116.274665,39.947336],[116.274522,39.944916],[116.274459,39.944459],[116.274324,39.944107],[116.273695,39.943159],[116.275968,39.941998],[116.27648,39.941998],[116.27657,39.942074],[116.276588,39.944591],[116.276677,39.944798],[116.277243,39.945123],[116.277513,39.945019],[116.278178,39.945019],[116.27816,39.94737]]]}",98
"{""type"":""Polygon"",""coordinates"":[[[116.390214,39.863037],[116.390277,39.862684],[116.391759,39.86274],[116.391732,39.8631]]]}",67
"{""type"":""Polygon"",""coordinates"":[[[116.503556,39.884073],[116.500825,39.885153],[116.500151,39.884454],[116.500196,39.883963],[116.498283,39.883949],[116.498229,39.881319],[116.498274,39.879962],[116.49866,39.879146],[116.499361,39.87864],[116.502289,39.878204],[116.502361,39.878848],[116.502424,39.88053],[116.502469,39.881942],[116.502559,39.88271],[116.503089,39.883478]]]}",34
"{""type"":""Polygon"",""coordinates"":[[[117.095941,40.142551],[117.095946,40.141172],[117.099687,40.141496],[117.099517,40.142695]]]}",71
"{""type"":""Polygon"",""coordinates"":[[[117.077989,40.150875],[117.078079,40.1478],[117.08257,40.147848],[117.082525,40.150957]]]}",37
"{""type"":""Polygon"",""coordinates"":[[[116.434357,39.950743],[116.434712,39.950729],[116.435103,39.950701],[116.435233,39.95068],[116.435292,39.950673],[116.435283,39.950418],[116.435256,39.950321],[116.434941,39.950355],[116.434833,39.950369],[116.434694,39.950404],[116.434568,39.950435],[116.434479,39.95048],[116.434371,39.950508],[116.434335,39.950542]]]}",93
"{""type"":""Polygon"",""coordinates"":[[[116.256737,39.863686],[116.256854,39.863475],[116.257254,39.86361],[116.257461,39.863343],[116.258916,39.863959],[116.258642,39.864527]]]}",48
"{""type"":""Polygon"",""coordinates"":[[[116.432108,39.954373],[116.432485,39.954348],[116.433114,39.954331],[116.433437,39.954317],[116.433558,39.954307],[116.433549,39.953792],[116.433527,39.953484],[116.433514,39.953391],[116.433258,39.953387],[116.433019,39.953398],[116.432678,39.953381],[116.432382,39.953381],[116.432171,39.953377],[116.432117,39.953377],[116.432099,39.953764],[116.432094,39.954248]]]}",13
"{""type"":""Polygon"",""coordinates"":[[[116.418026,39.911962],[116.419095,39.91199],[116.419989,39.912],[116.420649,39.912014],[116.421125,39.912052],[116.422082,39.91208],[116.422517,39.912104],[116.422522,39.911436],[116.421633,39.911388],[116.420936,39.911357],[116.420299,39.911329],[116.419665,39.911308],[116.418632,39.911267],[116.418152,39.911256],[116.418071,39.911239]]]}",67
"{""type"":""Polygon"",""coordinates"":[[[116.435207,39.858825],[116.435144,39.857558],[116.436267,39.857502],[116.436276,39.858832]]]}",76
"{""type"":""Polygon"",""coordinates"":[[[115.948262,39.681831],[115.947655,39.681164],[115.947898,39.679939],[115.950633,39.679682],[115.950647,39.681751]]]}",64
"{""type"":""Polygon"",""coordinates"":[[[116.157873,39.629337],[116.15781,39.628431],[116.160029,39.628427],[116.159975,39.629452]]]}",53
"{""type"":""Polygon"",""coordinates"":[[[116.073924,39.679124],[116.07361,39.677993],[116.073848,39.677951],[116.07343,39.67632],[116.073381,39.676094],[116.075721,39.67582],[116.075941,39.677916],[116.076008,39.67851],[116.076085,39.678923]]]}",15
"{""type"":""Polygon"",""coordinates"":[[[116.353942,39.877804],[116.353937,39.877309],[116.355154,39.877358],[116.355204,39.877811]]]}",46
"{""type"":""Polygon"",""coordinates"":[[[116.284051,39.889802],[116.284482,39.886933],[116.284518,39.886722],[116.284967,39.886764],[116.285834,39.886833],[116.285879,39.886844],[116.286027,39.889619],[116.285447,39.889715]]]}",94
"{""type"":""Polygon"",""coordinates"":[[[116.668574,39.913543],[116.669171,39.913536],[116.669643,39.913525],[116.670218,39.91356],[116.670864,39.913601],[116.6713,39.913622],[116.671318,39.913622],[116.671313,39.912955],[116.671331,39.912156],[116.671327,39.911747],[116.671336,39.911471],[116.671336,39.911318],[116.671349,39.911146],[116.671408,39.910855],[116.671448,39.910727],[116.671538,39.910561],[116.671736,39.91036],[116.671861,39.910146],[116.671888,39.909938],[116.671897,39.909734],[116.671938,39.909426],[116.671969,39.909074],[116.671987,39.908914],[116.671749,39.908918],[116.671601,39.908921],[116.671394,39.908904],[116.671048,39.908887],[116.670689,39.908859],[116.670168,39.908831],[116.669405,39.908786],[116.669108,39.908762],[116.668982,39.910091],[116.668978,39.91025],[116.668937,39.910485],[116.668942,39.910692],[116.668933,39.910893],[116.66891,39.911443],[116.668897,39.911529],[116.668713,39.912616],[116.668686,39.912847],[116.668654,39.913024],[116.668636,39.913041],[116.668619,39.913197]]]}",42
"{""type"":""Polygon"",""coordinates"":[[[116.305116,39.946144],[116.305161,39.944972],[116.306737,39.945034],[116.306495,39.946258]]]}",90
"{""type"":""Polygon"",""coordinates"":[[[116.439404,39.964556],[116.440909,39.964539],[116.440527,39.962486],[116.440491,39.96232],[116.440374,39.961432],[116.44002,39.961428],[116.439665,39.962738],[116.439544,39.963554]]]}",38
"{""type"":""Polygon"",""coordinates"":[[[116.421639,39.868263],[116.421769,39.865906],[116.424271,39.865823],[116.424244,39.865161],[116.426369,39.865061],[116.426342,39.8653],[116.426351,39.865525],[116.426333,39.865715],[116.425623,39.866432],[116.424774,39.867162],[116.424644,39.867273],[116.425048,39.86728],[116.42503,39.867519],[116.424559,39.867539],[116.424541,39.868294]]]}",4
"{""type"":""Polygon"",""coordinates"":[[[116.491356,39.939431],[116.492546,39.93941],[116.495137,39.939445],[116.495151,39.93886],[116.495115,39.937367],[116.493763,39.937349],[116.491338,39.937214],[116.491315,39.938487]]]}",32
"{""type"":""Polygon"",""coordinates"":[[[116.349831,39.768319],[116.350361,39.764755],[116.350541,39.764242],[116.353406,39.764776],[116.354628,39.76488],[116.354587,39.76869],[116.352108,39.76871],[116.349804,39.768669]]]}",57
"{""type"":""Polygon"",""coordinates"":[[[116.408941,40.042385],[116.410347,40.043338],[116.410608,40.043504],[116.410895,40.043676],[116.411138,40.043801],[116.411282,40.043818],[116.411362,40.04379],[116.411457,40.043666],[116.412072,40.042572],[116.412369,40.042078],[116.412553,40.041653],[116.412678,40.041408],[116.41187,40.04137],[116.410913,40.041388],[116.410109,40.041381],[116.409948,40.041474],[116.409471,40.041905]]]}",3
"{""type"":""Polygon"",""coordinates"":[[[116.443207,39.939424],[116.443575,39.93941],[116.444002,39.939403],[116.44428,39.939393],[116.444365,39.939396],[116.444343,39.938878],[116.444851,39.938857],[116.445057,39.938843],[116.44508,39.938594],[116.445107,39.938311],[116.445102,39.938069],[116.445107,39.937892],[116.44512,39.937747],[116.444864,39.937747],[116.444639,39.937754],[116.444276,39.937747],[116.44402,39.937757],[116.443755,39.937757],[116.443391,39.937757],[116.443211,39.937757],[116.443171,39.937761],[116.443171,39.938262],[116.443157,39.938757],[116.443175,39.939341],[116.443171,39.939427]]]}",17
"{""type"":""Polygon"",""coordinates"":[[[116.3005,39.84099],[116.301188,39.840993],[116.301543,39.840172],[116.30152,39.839885],[116.301129,39.839892],[116.300873,39.839916],[116.300783,39.839913],[116.3005,39.839972],[116.300303,39.840013],[116.300397,39.840086],[116.300487,39.840304],[116.300483,39.840515],[116.300487,39.84064],[116.300491,39.840692],[116.300379,39.840709],[116.300406,39.84074],[116.300361,39.84082],[116.300384,39.840872],[116.300469,39.840872],[116.300483,39.840896],[116.300487,39.840976]]]}",34
"{""type"":""Polygon"",""coordinates"":[[[116.279688,39.876679],[116.280424,39.875468],[116.280483,39.875292],[116.281947,39.875894],[116.282481,39.876219],[116.282993,39.876406],[116.282616,39.876922],[116.282567,39.877115],[116.28232,39.877427],[116.281116,39.876904],[116.280865,39.877289]]]}",93
"{""type"":""Polygon"",""coordinates"":[[[116.650477,39.879619],[116.650531,39.875764],[116.653621,39.875598],[116.653612,39.879661]]]}",50
"{""type"":""Polygon"",""coordinates"":[[[115.995616,39.696774],[115.994188,39.69574],[115.994161,39.695181],[115.994741,39.694831],[115.993658,39.69364],[115.993312,39.692953],[115.994956,39.692027],[115.997054,39.694168],[115.998154,39.695348]]]}",14
"{""type"":""Polygon"",""coordinates"":[[[116.120267,39.940553],[116.121193,39.9376],[116.122459,39.937863],[116.122666,39.93787],[116.123133,39.937801],[116.124148,39.938133],[116.124903,39.939709],[116.124534,39.939806],[116.123941,39.940007],[116.122127,39.939668],[116.121759,39.940816],[116.12086,39.940671]]]}",5
"{""type"":""Polygon"",""coordinates"":[[[116.175772,39.934169],[116.175754,39.932727],[116.179819,39.932655],[116.179814,39.93354],[116.179141,39.934107],[116.178961,39.934245],[116.178768,39.934422],[116.178602,39.934636],[116.178503,39.934823],[116.178076,39.934854],[116.178045,39.934861],[116.178049,39.934166]]]}",37
"{""type"":""Polygon"",""coordinates"":[[[116.314174,40.039603],[116.314309,40.03922],[116.314457,40.038992],[116.31452,40.03884],[116.314758,40.038453],[116.315216,40.037904],[116.315472,40.037649],[116.316038,40.037169],[116.316667,40.036727],[116.316748,40.036685],[116.318005,40.036931],[116.317884,40.037407],[116.318126,40.037479],[116.318248,40.037721],[116.318647,40.037787],[116.31792,40.039907],[116.316029,40.039513],[116.315908,40.039945],[116.315485,40.039865],[116.314978,40.039779]]]}",78
"{""type"":""Polygon"",""coordinates"":[[[116.242704,39.907444],[116.242722,39.905652],[116.245255,39.905693],[116.245363,39.907499]]]}",9
"{""type"":""Polygon"",""coordinates"":[[[116.487603,39.933994],[116.491111,39.934029],[116.491021,39.933015],[116.491048,39.932123],[116.491111,39.931107],[116.491111,39.930218],[116.491111,39.929727],[116.487823,39.929827],[116.487293,39.929803],[116.487289,39.93186],[116.487522,39.933226],[116.487558,39.933548]]]}",10
"{""type"":""Polygon"",""coordinates"":[[[116.495208,39.993853],[116.495855,39.993864],[116.496048,39.993802],[116.496052,39.991718],[116.496133,39.990108],[116.494498,39.990022],[116.494062,39.989663],[116.493946,39.989331],[116.495576,39.989314],[116.495697,39.988951],[116.496115,39.988906],[116.496102,39.988288],[116.495742,39.988281],[116.494898,39.988053],[116.49479,39.988046],[116.494139,39.988491],[116.492787,39.989455],[116.492432,39.989175],[116.49104,39.990088],[116.493362,39.992226],[116.493851,39.992696]]]}",73
"{""type"":""Polygon"",""coordinates"":[[[116.351614,39.723931],[116.351654,39.723761],[116.352135,39.722679],[116.351165,39.722603],[116.350904,39.721926],[116.352342,39.722103],[116.352759,39.72125],[116.354048,39.721562],[116.35364,39.722644],[116.353101,39.724233]]]}",33
"{""type"":""Polygon"",""coordinates"":[[[115.9797,40.475482],[115.979835,40.474271],[115.98372,40.474563],[115.983653,40.475825]]]}",70
"{""type"":""Polygon"",""coordinates"":[[[116.357549,39.941152],[116.358254,39.941152],[116.358259,39.94074],[116.357675,39.940747],[116.357513,39.940737],[116.357504,39.940917],[116.357509,39.941145]]]}",96
"{""type"":""Polygon"",""coordinates"":[[[116.311206,39.989485],[116.310191,39.989416],[116.309679,39.989001],[116.309122,39.988504],[116.309239,39.98784],[116.309301,39.98735],[116.309849,39.987115],[116.311305,39.987122],[116.311296,39.98831]]]}",49
"{""type"":""Polygon"",""coordinates"":[[[116.459068,39.890124],[116.459041,39.88984],[116.45932,39.889812],[116.459733,39.889079],[116.459724,39.888401],[116.460568,39.888338],[116.460586,39.888068],[116.461916,39.888082],[116.462032,39.888013],[116.46285,39.888006],[116.462814,39.889985]]]}",81
"{""type"":""Polygon"",""coordinates"":[[[117.126686,40.143509],[117.126839,40.142151],[117.126102,40.142106],[117.126174,40.141051],[117.12793,40.141258],[117.127733,40.143575]]]}",34
"{""type"":""Polygon"",""coordinates"":[[[116.422207,40.045811],[116.423505,40.045817],[116.424431,40.045849],[116.425289,40.045866],[116.425913,40.045873],[116.426133,40.04482],[116.426254,40.044195],[116.426326,40.043877],[116.424651,40.04396],[116.423182,40.043974],[116.422504,40.044012]]]}",48
"{""type"":""Polygon"",""coordinates"":[[[116.313227,39.866869],[116.313515,39.86419],[116.319013,39.864121],[116.318572,39.864779],[116.319201,39.864938],[116.317638,39.867333]]]}",83
"{""type"":""Polygon"",""coordinates"":[[[116.347221,39.954381],[116.347383,39.953745],[116.347661,39.953562],[116.348384,39.953703],[116.348164,39.954512]]]}",85
"{""type"":""Polygon"",""coordinates"":[[[116.63939,39.903229],[116.639489,39.898731],[116.644735,39.898849],[116.644501,39.903416]]]}",41
"{""type"":""Polygon"",""coordinates"":[[[116.34513,39.977821],[116.345507,39.976376],[116.345898,39.974721],[116.345992,39.974327],[116.348458,39.974379],[116.348413,39.975592],[116.348355,39.976204],[116.349958,39.976483],[116.349159,39.97752],[116.347865,39.978132]]]}",49
"{""type"":""Polygon"",""coordinates"":[[[116.339249,39.743209],[116.339276,39.741066],[116.339316,39.739179],[116.3414,39.73911],[116.341468,39.738229],[116.343857,39.738149],[116.343915,39.739079],[116.345155,39.739034],[116.345532,39.739034],[116.346004,39.73903],[116.345981,39.741017],[116.345937,39.743247],[116.343664,39.743257],[116.342622,39.743254]]]}",97
"{""type"":""Polygon"",""coordinates"":[[[116.365445,39.892644],[116.365903,39.892696],[116.366608,39.892744],[116.366707,39.892765],[116.366743,39.892768],[116.366734,39.893087],[116.367583,39.893076],[116.367605,39.892495],[116.367619,39.891623],[116.366685,39.891602],[116.365979,39.891571],[116.365571,39.891561],[116.365503,39.891561],[116.365467,39.892249]]]}",68
"{""type"":""Polygon"",""coordinates"":[[[116.642684,39.661881],[116.643232,39.660319],[116.646206,39.660944],[116.647041,39.661069],[116.646583,39.662738]]]}",19
"{""type"":""Polygon"",""coordinates"":[[[116.083139,39.722246],[116.084028,39.71877],[116.088879,39.719554],[116.088574,39.722981]]]}",66
"{""type"":""Polygon"",""coordinates"":[[[116.362936,40.068447],[116.361912,40.071042],[116.36378,40.071367],[116.364885,40.068931]]]}",61
"{""type"":""Polygon"",""coordinates"":[[[116.327942,39.856542],[116.32787,39.855151],[116.328526,39.854957],[116.329294,39.854718],[116.329334,39.855462],[116.329402,39.855556],[116.329703,39.855562],[116.329779,39.856075],[116.328607,39.856109],[116.328661,39.85649]]]}",11
"{""type"":""Polygon"",""coordinates"":[[[116.302255,39.895777],[116.302327,39.894681],[116.303019,39.89467],[116.303014,39.893172],[116.303958,39.893802],[116.305386,39.894788],[116.305592,39.89494],[116.305583,39.895743]]]}",54
