from,to,count
苏州市,杭州市,4582
北京市,沧州市,4579
临汾市,北京市,4579
聊城市,青岛市,4574
阜阳市,苏州市,4573
黔东南苗族侗族自治州,铜仁地区,4569
白山市,长春市,4569
福州市,泉州市,4568
大庆市,齐齐哈尔市,4568
济宁市,徐州市,4559
信阳市,合肥市,4550
庆阳市,西安市,4547
成都市,汉中市,4536
菏泽市,苏州市,4533
西安市,北京市,4531
南通市,盐城市,4527
青岛市,北京市,4527
贺州市,桂林市,4506
太原市,北京市,4495
长沙市,娄底市,4492
梧州市,南宁市,4486
赤峰市,朝阳市,4484
岳阳市,荆州市,4482
济南市,滨州市,4478
广州市,香港特别行政区,4475
驻马店市,上海市,4474
宿迁市,连云港市,4461
南京市,常州市,4459
芜湖市,宣城市,4455
荆门市,荆州市,4453
阜阳市,淮南市,4450
大理白族自治州,保山市,4449
郑州市,商丘市,4438
商丘市,北京市,4433
盘锦市,沈阳市,4431
安顺市,毕节地区,4421
吉安市,东莞市,4421
莱芜市,济南市,4420
杭州市,衢州市,4416
湘潭市,娄底市,4401
珠海市,深圳市,4400
包头市,乌兰察布市,4398
揭阳市,佛山市,4388
益阳市,衡阳市,4386
德州市,泰安市,4379
河源市,佛山市,4377
石家庄市,邯郸市,4376
昌吉回族自治州,新疆维吾尔自治区直辖县级行政单位,4373
忻州市,北京市,4371
黄石市,黄冈市,4369
金华市,宁波市,4363
自贡市,泸州市,4362
晋城市,长治市,4355
茂名市,江门市,4355
吕梁市,榆林市,4354
商丘市,亳州市,4354
蚌埠市,宿州市,4352
南充市,达州市,4350
佛山市,中山市,4349
合肥市,淮南市,4337
达州市,南充市,4336
兰州市,定西市,4334
安庆市,苏州市,4334
巴音郭楞蒙古自治州,乌鲁木齐市,4330
上海市,北京市,4327
岳阳市,深圳市,4324
佳木斯市,双鸭山市,4316
汕头市,汕尾市,4315
上海市,宁波市,4307
福州市,莆田市,4306
重庆市,上海市,4306
西安市,汉中市,4303
沈阳市,锦州市,4297
通辽市,沈阳市,4295
南阳市,洛阳市,4291
德宏傣族景颇族自治州,大理白族自治州,4287
鹤岗市,哈尔滨市,4287
邢台市,衡水市,4275
驻马店市,阜阳市,4273
枣庄市,徐州市,4268
北海市,钦州市,4267
黔东南苗族侗族自治州,怀化市,4260
梅州市,中山市,4254
镇江市,苏州市,4248
淮北市,合肥市,4245
哈尔滨市,牡丹江市,4242
宁德市,温州市,4233
七台河市,哈尔滨市,4232
长沙市,邵阳市,4231
梅州市,汕尾市,4231
淮南市,阜阳市,4229
桂林市,深圳市,4228
宣城市,杭州市,4225
金华市,绍兴市,4223
滨州市,天津市,4223
连云港市,上海市,4223
孝感市,随州市,4220
黔西南布依族苗族自治州,安顺市,4219
随州市,襄樊市,4217
西宁市,海西蒙古族藏族自治州,4212
西双版纳傣族自治州,玉溪市,4202
平顶山市,漯河市,4201
澳门特别行政区,珠海市,4194
西安市,郑州市,4194
沈阳市,北京市,4190
河池市,深圳市,4188
吉安市,宜春市,4186
阳江市,东莞市,4180
桂林市,梧州市,4165
漳州市,汕头市,4165
唐山市,承德市,4164
钦州市,防城港市,4164
绵阳市,南充市,4158
张家口市,保定市,4151
宁德市,厦门市,4139
盘锦市,锦州市,4138
安庆市,铜陵市,4138
德阳市,重庆市,4138
甘孜藏族自治州,成都市,4136
忻州市,大同市,4136
菏泽市,商丘市,4132
六安市,淮南市,4132
乌海市,鄂尔多斯市,4131
曲靖市,六盘水市,4130
温州市,宁德市,4128
宣城市,湖州市,4128
贵阳市,黔东南苗族侗族自治州,4126
河池市,百色市,4124
桂林市,广州市,4120
运城市,北京市,4118
扬州市,镇江市,4112
龙岩市,三明市,4112
重庆市,东莞市,4112
安阳市,北京市,4107
南充市,遂宁市,4102
梧州市,肇庆市,4094
西安市,洛阳市,4093
周口市,洛阳市,4093
朝阳市,北京市,4093
重庆市,绵阳市,4091
株洲市,郴州市,4091
济南市,济宁市,4090
杭州市,苏州市,4089
黄冈市,东莞市,4086
九江市,上海市,4084
荆州市,深圳市,4084
揭阳市,梅州市,4083
宿迁市,扬州市,4083
孝感市,湖北省直辖县级行政单位,4081
赣州市,韶关市,4076
云浮市,中山市,4076
衡阳市,湘潭市,4073
菏泽市,徐州市,4071
枣庄市,青岛市,4068
九江市,赣州市,4065
宣城市,南京市,4064
淮南市,上海市,4059
大连市,营口市,4058
桂林市,肇庆市,4058
哈尔滨市,齐齐哈尔市,4052
漯河市,平顶山市,4048
重庆市,德阳市,4043
咸宁市,株洲市,4028
周口市,苏州市,4023
德州市,聊城市,4022
金华市,衢州市,4020
临沂市,徐州市,4019
阜阳市,杭州市,4016
平顶山市,南阳市,4009
鞍山市,盘锦市,4008
柳州市,河池市,4007
温州市,丽水市,4005
阳江市,茂名市,3995
临沂市,淄博市,3969
黔南布依族苗族自治州,遵义市,3966
玉林市,云浮市,3963
白城市,松原市,3962
九江市,深圳市,3952
来宾市,贵港市,3951
大同市,张家口市,3948
锡林郭勒盟,张家口市,3946
肇庆市,东莞市,3946
惠州市,佛山市,3940
福州市,三明市,3938
运城市,渭南市,3938
安顺市,黔南布依族苗族自治州,3920
恩施土家族苗族自治州,湘西土家族苗族自治州,3914
徐州市,临沂市,3911
湛江市,玉林市,3909
塔城地区,新疆维吾尔自治区直辖县级行政单位,3901
黔南布依族苗族自治州,安顺市,3900
临沂市,北京市,3891
益阳市,深圳市,3891
鹰潭市,上饶市,3887
湖北省直辖县级行政单位,孝感市,3887
温州市,宁波市,3880
宿州市,南京市,3880
徐州市,常州市,3869
泸州市,自贡市,3868
亳州市,淮北市,3865
成都市,泸州市,3857
西安市,榆林市,3843
太原市,临汾市,3842
南宁市,来宾市,3842
阜阳市,宁波市,3842
衡阳市,佛山市,3839
晋中市,北京市,3834
上饶市,九江市,3828
周口市,亳州市,3825
银川市,中卫市,3819
肇庆市,清远市,3818
九江市,景德镇市,3814
开封市,周口市,3809
长治市,晋中市,3805
玉林市,钦州市,3794
绍兴市,金华市,3791
平顶山市,苏州市,3791
铜仁地区,怀化市,3789
毕节地区,曲靖市,3783
菏泽市,天津市,3782
梧州市,贺州市,3776
淮安市,镇江市,3773
扬州市,常州市,3772
钦州市,广州市,3772
安庆市,南京市,3767
六安市,阜阳市,3764
葫芦岛市,北京市,3763
滁州市,扬州市,3762
吴忠市,中卫市,3759
潍坊市,临沂市,3757
赤峰市,锡林郭勒盟,3757
日照市,济南市,3757
洛阳市,西安市,3756
临沂市,济宁市,3755
亳州市,苏州市,3754
淮安市,连云港市,3752
邵阳市,株洲市,3749
铁岭市,四平市,3748
潮州市,深圳市,3748
贵阳市,重庆市,3745
武汉市,黄石市,3743
张家口市,天津市,3743
湛江市,江门市,3740
重庆市,湘西土家族苗族自治州,3738
秦皇岛市,天津市,3735
淮北市,亳州市,3731
娄底市,深圳市,3729
沈阳市,本溪市,3723
许昌市,开封市,3721
黑河市,齐齐哈尔市,3720
天水市,西安市,3716
扬州市,淮安市,3710
温州市,金华市,3708
菏泽市,临沂市,3705
芜湖市,合肥市,3703
常德市,衡阳市,3697
南京市,淮安市,3683
重庆市,宜宾市,3681
梧州市,深圳市,3681
郑州市,北京市,3679
南昌市,上饶市,3678
安顺市,黔西南布依族苗族自治州,3676
连云港市,徐州市,3675
鄂尔多斯市,乌海市,3673
成都市,巴中市,3662
三明市,龙岩市,3660
郑州市,驻马店市,3659
湘西土家族苗族自治州,恩施土家族苗族自治州,3657
上饶市,抚州市,3655
葫芦岛市,秦皇岛市,3653
韶关市,中山市,3649
南宁市,防城港市,3641
东营市,潍坊市,3640
南京市,马鞍山市,3635
临沂市,烟台市,3635
南阳市,十堰市,3634
西安市,安康市,3630
南昌市,赣州市,3630
苏州市,南通市,3620
六安市,无锡市,3620
扬州市,无锡市,3619
台州市,金华市,3618
普洱市,玉溪市,3617
鹤岗市,佳木斯市,3613
常德市,广州市,3607
南京市,无锡市,3605
忻州市,朔州市,3601
锦州市,大连市,3600
徐州市,济宁市,3597
钦州市,玉林市,3593
衡阳市,韶关市,3593
梅州市,揭阳市,3592
宁波市,舟山市,3589
乌兰察布市,锡林郭勒盟,3589
湛江市,阳江市,3583
泰安市,临沂市,3582
赣州市,惠州市,3582
遂宁市,南充市,3576
苏州市,盐城市,3573
毕节地区,黔南布依族苗族自治州,3571
濮阳市,北京市,3570
锡林郭勒盟,乌兰察布市,3568
榆林市,吕梁市,3564
马鞍山市,芜湖市,3564
信阳市,阜阳市,3564
漯河市,驻马店市,3563
青岛市,临沂市,3560
兰州市,临夏回族自治州,3559
南阳市,苏州市,3550
舟山市,上海市,3548
重庆市,广州市,3545
信阳市,杭州市,3531
淮安市,泰州市,3527
保山市,昆明市,3526
阜阳市,驻马店市,3523
益阳市,广州市,3522
哈尔滨市,沈阳市,3520
海南藏族自治州,西宁市,3517
衢州市,上饶市,3513
榆林市,银川市,3513
承德市,天津市,3512
梧州市,玉林市,3511
黔西南布依族苗族自治州,百色市,3507
郴州市,株洲市,3507
嘉峪关市,酒泉市,3494
西安市,铜川市,3494
厦门市,福州市,3493
徐州市,连云港市,3491
北京市,邯郸市,3489
六盘水市,昆明市,3486
四平市,沈阳市,3484
徐州市,滁州市,3484
鄂尔多斯市,巴彦淖尔市,3481
益阳市,娄底市,3472
南宁市,北海市,3466
汕尾市,揭阳市,3460
邢台市,保定市,3458
安庆市,芜湖市,3458
大连市,北京市,3456
萍乡市,宜春市,3453
云浮市,江门市,3453
六安市,信阳市,3451
徐州市,枣庄市,3447
阳江市,珠海市,3445
衡阳市,邵阳市,3443
廊坊市,石家庄市,3443
衡水市,邢台市,3440
阜阳市,信阳市,3440
上饶市,金华市,3440
南宁市,梧州市,3437
萍乡市,长沙市,3431
赣州市,厦门市,3427
宜昌市,恩施土家族苗族自治州,3425
潮州市,揭阳市,3421
齐齐哈尔市,黑河市,3420
宜春市,长沙市,3414
合肥市,阜阳市,3413
曲靖市,黔西南布依族苗族自治州,3412
松原市,白城市,3410
连云港市,临沂市,3409
广州市,湛江市,3405
连云港市,南通市,3402
内江市,眉山市,3392
朝阳市,锦州市,3390
清远市,中山市,3390
苏州市,嘉兴市,3387
鸡西市,牡丹江市,3385
遂宁市,德阳市,3383
新疆维吾尔自治区直辖县级行政单位,昌吉回族自治州,3381
遂宁市,资阳市,3381
巴中市,广元市,3377
南平市,三明市,3374
遵义市,黔东南苗族侗族自治州,3374
中山市,深圳市,3370
益阳市,株洲市,3366
亳州市,商丘市,3364
赣州市,梅州市,3359
中山市,江门市,3349
芜湖市,南京市,3344
安庆市,九江市,3341
商丘市,菏泽市,3334
巢湖市,铜陵市,3328
常德市,永州市,3324
黄冈市,苏州市,3318
德州市,衡水市,3315
呼和浩特市,北京市,3315
上饶市,赣州市,3313
驻马店市,株洲市,3313
黔南布依族苗族自治州,河池市,3312
太原市,长治市,3308
武汉市,宜昌市,3306
娄底市,益阳市,3301
济南市,聊城市,3300
楚雄彝族自治州,大理白族自治州,3300
宜春市,萍乡市,3296
滨州市,青岛市,3296
定西市,天水市,3295
商丘市,宿迁市,3288
鹤壁市,新乡市,3283
河池市,东莞市,3283
文山壮族苗族自治州,百色市,3279
钦州市,深圳市,3277
嘉兴市,苏州市,3276
塔城地区,伊犁哈萨克自治州,3273
惠州市,汕尾市,3268
商丘市,宁波市,3268
陇南市,兰州市,3266
长沙市,深圳市,3266
漳州市,龙岩市,3262
重庆市,北京市,3260
济南市,潍坊市,3257
咸宁市,九江市,3257
昆明市,文山壮族苗族自治州,3256
长春市,沈阳市,3253
兴安盟,白城市,3240
衡阳市,中山市,3240
南宁市,佛山市,3239
肇庆市,江门市,3235
吐鲁番地区,乌鲁木齐市,3233
承德市,廊坊市,3233
保定市,衡水市,3232
平凉市,西安市,3231
西安市,重庆市,3230
镇江市,无锡市,3230
梅州市,汕头市,3230
临沧市,昆明市,3228
武汉市,襄樊市,3227
重庆市,桂林市,3225
长春市,北京市,3223
荆州市,长沙市,3218
深圳市,佛山市,3215
曲靖市,昭通市,3210
资阳市,遂宁市,3198
九江市,黄冈市,3197
天津市,保定市,3193
兰州市,武威市,3191
梧州市,中山市,3191
邯郸市,保定市,3186
兴安盟,通辽市,3178
桂林市,永州市,3176
白城市,兴安盟,3176
杭州市,温州市,3174
通化市,沈阳市,3169
岳阳市,东莞市,3167
深圳市,揭阳市,3166
金华市,丽水市,3165
渭南市,延安市,3165
深圳市,珠海市,3164
岳阳市,广州市,3164
咸宁市,深圳市,3164
眉山市,重庆市,3162
莱芜市,泰安市,3161
铜仁地区,湘西土家族苗族自治州,3161
贵阳市,铜仁地区,3159
乌兰察布市,张家口市,3158
开封市,许昌市,3156
张家口市,锡林郭勒盟,3156
宿州市,商丘市,3149
吉林市,延边朝鲜族自治州,3149
茂名市,惠州市,3147
黄冈市,鄂州市,3146
深圳市,梅州市,3143
石家庄市,沧州市,3141
吉安市,新余市,3141
梅州市,珠海市,3136
乌鲁木齐市,新疆维吾尔自治区直辖县级行政单位,3135
内江市,泸州市,3133
河源市,梅州市,3131
阜阳市,巢湖市,3123
开封市,新乡市,3113
安庆市,六安市,3113
天水市,定西市,3111
荆州市,荆门市,3109
黄山市,合肥市,3104
三明市,南平市,3097
焦作市,河南省直辖县级行政单位,3091
晋中市,临汾市,3088
驻马店市,苏州市,3088
南阳市,上海市,3084
怀化市,黔东南苗族侗族自治州,3081
黔东南苗族侗族自治州,桂林市,3076
广州市,茂名市,3074
黄石市,九江市,3072
贵阳市,六盘水市,3070
徐州市,扬州市,3064
香港特别行政区,广州市,3063
泰安市,莱芜市,3063
襄樊市,随州市,3062
贵港市,来宾市,3061
连云港市,泰州市,3055
荆门市,襄樊市,3054
黄冈市,赣州市,3054
阜阳市,北京市,3053
株洲市,萍乡市,3049
佛山市,珠海市,3043
聊城市,天津市,3039
防城港市,钦州市,3037
郑州市,西安市,3037
安庆市,杭州市,3037
重庆市,自贡市,3031
周口市,平顶山市,3028
徐州市,南通市,3024
巢湖市,安庆市,3010
临沂市,泰安市,3003
沈阳市,阜新市,3002
菏泽市,郑州市,3002
荆州市,广州市,3001
大同市,忻州市,2997
北京市,济南市,2996
迪庆藏族自治州,丽江市,2993
黄山市,上海市,2991
漯河市,周口市,2990
桂林市,佛山市,2989
九江市,上饶市,2986
泰安市,淄博市,2986
东营市,济南市,2985
池州市,上海市,2984
忻州市,榆林市,2978
南阳市,西安市,2966
无锡市,泰州市,2965
自贡市,乐山市,2957
湖北省直辖县级行政单位,宜昌市,2950
郑州市,安阳市,2949
佳木斯市,鹤岗市,2946
菏泽市,开封市,2946
衡阳市,桂林市,2946
宣城市,常州市,2944
重庆市,怀化市,2942
开封市,苏州市,2942
锡林郭勒盟,呼和浩特市,2941
三门峡市,西安市,2941
梧州市,东莞市,2941
忻州市,晋中市,2940
杭州市,台州市,2939
六安市,安庆市,2938
商丘市,洛阳市,2937
常德市,岳阳市,2936
益阳市,东莞市,2933
临沂市,连云港市,2931
德州市,东营市,2931
玉林市,中山市,2922
黔西南布依族苗族自治州,曲靖市,2921
苏州市,常州市,2919
宜宾市,乐山市,2918
北京市,邢台市,2917
德州市,滨州市,2915
连云港市,扬州市,2915
怀化市,铜仁地区,2913
抚州市,上海市,2909
芜湖市,马鞍山市,2907
怀化市,常德市,2903
青岛市,日照市,2900
保定市,张家口市,2896
怀化市,娄底市,2895
娄底市,广州市,2894
桂林市,东莞市,2894
朝阳市,葫芦岛市,2892
菏泽市,潍坊市,2890
沈阳市,营口市,2888
北京市,郑州市,2887
南通市,常州市,2887
长沙市,广州市,2885
广州市,梅州市,2881
黄石市,咸宁市,2881
资阳市,德阳市,2878
博尔塔拉蒙古自治州,乌鲁木齐市,2877
江门市,阳江市,2872
延边朝鲜族自治州,吉林市,2872
大理白族自治州,临沧市,2870
深圳市,河源市,2866
怀化市,东莞市,2863
重庆市,武汉市,2861
黔东南苗族侗族自治州,遵义市,2857
石家庄市,廊坊市,2857
青岛市,威海市,2854
洛阳市,焦作市,2852
江门市,东莞市,2852
锦州市,北京市,2849
襄樊市,宜昌市,2845
锦州市,阜新市,2844
邵阳市,湘潭市,2843
毕节地区,铜仁地区,2839
安阳市,开封市,2832
娄底市,永州市,2831
娄底市,株洲市,2827
荆门市,宜昌市,2825
镇江市,扬州市,2824
滨州市,北京市,2821
昆明市,西双版纳傣族自治州,2817
焦作市,晋城市,2814
铁岭市,大连市,2814
乌兰察布市,北京市,2813
宜春市,上海市,2811
宜昌市,重庆市,2809
淮安市,南通市,2802
许昌市,周口市,2799
襄樊市,荆门市,2796
重庆市,黔南布依族苗族自治州,2790
邢台市,聊城市,2788
白山市,通化市,2787
娄底市,东莞市,2787
日喀则地区,拉萨市,2784
赣州市,佛山市,2783
贵港市,肇庆市,2779
宁德市,南平市,2776
亳州市,淮南市,2775
深圳市,汕尾市,2773
庆阳市,兰州市,2771
百色市,黔西南布依族苗族自治州,2769
哈密地区,乌鲁木齐市,2764
北京市,秦皇岛市,2763
杭州市,南京市,2757
绥化市,齐齐哈尔市,2757
重庆市,乐山市,2754
武威市,金昌市,2750
上海市,盐城市,2749
百色市,深圳市,2749
